Date;rainfall[mm];TURC [mm d-1];Discharge[ls-1]
16.10.2013;0.304096502;0.68;6.104659
17.10.2013;1.505540682;0.82;4.822442
18.10.2013;0.10040615;1.22;4.128956
19.10.2013;0.243177623;1.63;3.766368
20.10.2013;0.114730218;0.84;3.113281
21.10.2013;0.226526953;1.26;2.581633
22.10.2013;0;1.7;2.376996
23.10.2013;7.682525126;1.05;4.885591
24.10.2013;0.933513103;0.97;4.477026
25.10.2013;0.303026512;0.71;3.744079
26.10.2013;5.817549482;0.86;4.321705
27.10.2013;7.935183086;1.27;13.372075
28.10.2013;2.394564061;0.81;10.924528
29.10.2013;0;0.81;7.84025
30.10.2013;0;1.19;6.144879
31.10.2013;0.102589793;0.42;5.52428
01.11.2013;4.536972774;0.48;5.37625
02.11.2013;8.742921673;0.64;23.563112
03.11.2013;2.881930638;0.94;26.079943
04.11.2013;2.417554909;0.55;15.886635
05.11.2013;6.073303558;0.55;13.810492
06.11.2013;2.874053043;0.55;16.200393
07.11.2013;0.108775183;0.69;16.683825
08.11.2013;12.60252541;0.63;26.413423
09.11.2013;1.087939523;0.7;39.878779
10.11.2013;0.756460321;0.41;29.035381
11.11.2013;0;0.67;22.71978
12.11.2013;0.203469691;0.3;19.457412
13.11.2013;0.405318362;0.55;16.657586
14.11.2013;0.103863682;0.15;14.983722
15.11.2013;0;0.5;12.390164
16.11.2013;0;0.22;10.322547
17.11.2013;0;0.18;9.210179
18.11.2013;0;0.32;8.780785
19.11.2013;4.75061329;0.32;8.341947
20.11.2013;3.832149213;0.3;15.653733
21.11.2013;0.960402178;0.19;13.222447
22.11.2013;0;0.21;11.520031
23.11.2013;0;0.33;9.950161
24.11.2013;0.17472882;0.4;8.831097
25.11.2013;0;0;8.149278
26.11.2013;0.103396806;0;7.775023
27.11.2013;0;0;7.094008
28.11.2013;0.209165999;0.04;6.339268
29.11.2013;2.96566331;0.22;6.693626
30.11.2013;0.116078324;0.32;6.767524
01.12.2013;0;0.38;6.159252
02.12.2013;0.121298543;0.46;5.712104
03.12.2013;0.103646034;0;5.713076
04.12.2013;0.123601635;0.12;5.09869
05.12.2013;3.402407102;0.16;5.265348
06.12.2013;3.861503302;0.12;5.7021
07.12.2013;1.138084118;0.2;5.441679
08.12.2013;0;0.34;5.905663
09.12.2013;0;0.37;5.57394
10.12.2013;0;0.32;5.182886
11.12.2013;0;0.31;5.25084
12.12.2013;0;0.2;5.425117
13.12.2013;0;0.12;5.185625
14.12.2013;0.930704948;0.11;4.845879
15.12.2013;0.308176053;0.11;4.671676
16.12.2013;0.100456762;0;4.840734
17.12.2013;0.105810912;0;4.596398
18.12.2013;0.10402947;0;4.145028
19.12.2013;2.686598633;0.32;4.403819
20.12.2013;0.220794354;0.19;3.980393
21.12.2013;0.145733961;0.11;3.824123
22.12.2013;4.618957859;0.41;3.94586
23.12.2013;4.771291202;0.53;12.347619
24.12.2013;0.622817277;0.48;10.176256
25.12.2013;5.386000407;0.4;15.453304
26.12.2013;2.389800342;0.33;14.312491
27.12.2013;0.154930708;0.35;15.322006
28.12.2013;3.935106315;0.42;14.652353
29.12.2013;1.77139605;0.27;22.499784
30.12.2013;0.232819401;0.14;18.27357
31.12.2013;0;0.19;17.510973
01.01.2014;0.948386327;0.28;16.402562
02.01.2014;1.443235282;0.35;15.506874
03.01.2014;0.53317163;0.37;13.986495
04.01.2014;0;0.33;13.023909
05.01.2014;2.291219427;0.39;13.422182
06.01.2014;6.278177447;0.3;12.729805
07.01.2014;1.368826654;0.9;21.626249
08.01.2014;0.251187761;0.73;18.437388
09.01.2014;5.443311512;0.42;20.405184
10.01.2014;0;0.53;22.715288
11.01.2014;0.357233526;0.16;20.297429
12.01.2014;0;0.17;18.259541
13.01.2014;0.10513426;0.11;16.803059
14.01.2014;0;0.23;15.761204
15.01.2014;0.3697866;0.27;14.120361
16.01.2014;3.253825766;0.31;14.246247
17.01.2014;0.117449085;0.65;14.519285
18.01.2014;0.108601598;0.09;13.089396
19.01.2014;0.103137728;0.17;11.8654
20.01.2014;0;0.19;10.879708
21.01.2014;1.63522922;0.16;20.234155
22.01.2014;0;0.23;22.748368
23.01.2014;2.558914396;0.23;20.690171
24.01.2014;1.188167635;0.19;22.405199
25.01.2014;0.237105868;0.02;21.169239
26.01.2014;6.395365353;0.26;27.833506
27.01.2014;3.105051214;0.3;44.774207
28.01.2014;0.136144794;0.31;37.473603
29.01.2014;0;0.06;33.194181
30.01.2014;0;0.03;29.561037
31.01.2014;0;0.1;26.639798
01.02.2014;5.471619376;0.18;24.925277
02.02.2014;0;0.41;23.970456
03.02.2014;0.112128324;0.11;21.386039
04.02.2014;0;0.21;19.242926
05.02.2014;0.365005327;0.11;17.987006
06.02.2014;0.11379492;0.71;16.255086
07.02.2014;0.379268781;0.63;14.467703
08.02.2014;3.236321079;0.36;15.012038
09.02.2014;0;0.48;14.740248
10.02.2014;0.678751975;0.2;13.462218
11.02.2014;0;0.41;12.230738
12.02.2014;1.179094273;0.7;11.622273
13.02.2014;13.86387956;0.38;17.215045
14.02.2014;1.558715096;0.53;20.917042
15.02.2014;0.157927664;0.58;19.330026
16.02.2014;0.275376278;0.69;18.266869
17.02.2014;0.100364822;0.33;17.208793
18.02.2014;0.099439631;0.15;16.56007
19.02.2014;1.625468105;0.68;16.390069
20.02.2014;0;0.67;15.421818
21.02.2014;2.748183214;0.85;14.713906
22.02.2014;0.256224276;0.41;13.79492
23.02.2014;0;0.65;12.658862
24.02.2014;0.099477577;0.79;11.950986
25.02.2014;0.159998907;0.73;11.492567
26.02.2014;0.314258275;0.63;10.75553
27.02.2014;1.603695597;0.6;10.356378
28.02.2014;0.684543845;0.54;11.001998
01.03.2014;0;0.48;10.782335
02.03.2014;1.167955234;0.32;10.164323
03.03.2014;0.146520704;0.3;9.602984
04.03.2014;0;0.68;8.703207
05.03.2014;1.127250273;0.75;8.046729
06.03.2014;0.102374926;0.35;7.306062
07.03.2014;0.100088664;0.87;6.844349
08.03.2014;0;1.21;6.46795
09.03.2014;0.099439631;1.32;6.074865
10.03.2014;0.09950289;1.53;5.632728
11.03.2014;0;1.89;5.757862
12.03.2014;0;1.79;5.745789
13.03.2014;0.100239136;1.67;5.023196
14.03.2014;0;1.71;4.786958
15.03.2014;1.411483572;0.76;5.101086
16.03.2014;0;0.94;4.696422
17.03.2014;0;0.82;4.425823
18.03.2014;0.120484083;0.78;4.429503
19.03.2014;5.23034353;1.29;6.119827
20.03.2014;0;2.3;5.219167
21.03.2014;0.119259509;1.86;5.107963
22.03.2014;5.766178754;0.71;5.540585
23.03.2014;0.101320514;0.69;5.775728
24.03.2014;0.101729075;0.56;5.404966
25.03.2014;0.099439631;0.83;5.262563
26.03.2014;0.100778681;0.91;5.072437
27.03.2014;0;1.83;4.864914
28.03.2014;0;2.24;4.384758
29.03.2014;0;2.25;4.088648
30.03.2014;0;2.12;4.106752
31.03.2014;0;0.98;4.452076
01.04.2014;0;2.19;4.757175
02.04.2014;0;2.52;4.555513
03.04.2014;0;1.88;4.361442
04.04.2014;0;1.15;4.268695
05.04.2014;1.695983789;1.09;4.272012
06.04.2014;0;1.64;3.979665
07.04.2014;0;2.2;3.622333
08.04.2014;3.042809055;1.49;3.758216
09.04.2014;0.108498089;1.32;3.608329
10.04.2014;0;1.09;3.432004
11.04.2014;0;1.19;3.407258
12.04.2014;0;1.85;3.241566
13.04.2014;0;1.74;3.07616
14.04.2014;4.053591011;1.87;3.137765
15.04.2014;0.216484055;0.73;3.233944
16.04.2014;0;1.8;3.032272
17.04.2014;0.158605057;2.5;2.698903
18.04.2014;0.48249597;2.26;2.692598
19.04.2014;0;2.24;2.575222
20.04.2014;0;3.35;2.243782
21.04.2014;1.599353843;2.06;2.159488
22.04.2014;1.47875484;1.69;2.362529
23.04.2014;0.100209282;2.31;2.259015
24.04.2014;0;3.44;1.995259
25.04.2014;0;3.49;6.061627
26.04.2014;1.274750477;1.78;17.877588
27.04.2014;13.7807287;1.19;18.208916
28.04.2014;0.422402212;1.2;8.376963
29.04.2014;7.204461755;1.69;7.780429
30.04.2014;0;2.58;5.718117
01.05.2014;0;1.91;3.92954
02.05.2014;0.742399293;1.34;3.377782
03.05.2014;0;2.13;2.968987
04.05.2014;0;2.77;2.474647
05.05.2014;0;3.26;1.97248
06.05.2014;0.645554076;1.9;1.775615
07.05.2014;6.34001138;2.41;1.813361
08.05.2014;4.025745595;1.54;1.778631
09.05.2014;1.40698932;2.83;1.728317
10.05.2014;3.02118618;1.24;2.212913
11.05.2014;2.975477877;2.54;3.405043
12.05.2014;0.587034274;2.4;2.560105
13.05.2014;0.316646168;1.56;2.409335
14.05.2014;0;2.12;2.000632
15.05.2014;0;1.12;1.830519
16.05.2014;0.122447738;3.59;1.347028
17.05.2014;0;3.56;1.147602
18.05.2014;0;4.16;0.802111
19.05.2014;0;4.27;0.662873
20.05.2014;0;4.78;0.336109
21.05.2014;0;3.94;0.204309
22.05.2014;3.085495713;4.36;0.187829
23.05.2014;4.809148968;2.4;0.612968
24.05.2014;0;2.51;0.367509
25.05.2014;0;4.31;0.245181
26.05.2014;2.864431039;1.54;0.501683
27.05.2014;0.421848386;1.58;1.725654
28.05.2014;0.107030974;1.46;1.040421
29.05.2014;0;1.33;1.321179
30.05.2014;0.10408533;2.11;1.167457
31.05.2014;0;3.19;0.561848
01.06.2014;0;2.51;0.453851
02.06.2014;0;3.94;0.320873
03.06.2014;0;3.51;0.57499
04.06.2014;0;3.07;0.962808
05.06.2014;0;3.86;0.794953
06.06.2014;0.908100562;4.67;0.611382
07.06.2014;0;4.51;0.442098
08.06.2014;0;5.77;0.312218
09.06.2014;0.793544975;5.85;2.411733
10.06.2014;0.556050034;3.87;0.660839
11.06.2014;0.624533322;2.76;43.112973
12.06.2014;0.151967188;4.93;8.382199
13.06.2014;0.157538759;4.04;4.601254
14.06.2014;0;2.17;3.150225
15.06.2014;0;3.94;2.241361
16.06.2014;0;3.27;1.710589
17.06.2014;0;3.16;1.321116
18.06.2014;0;4.23;0.992249
19.06.2014;0.144758038;2.19;0.83431
20.06.2014;0;1.76;0.705359
21.06.2014;0;2.92;0.53187
22.06.2014;0;3.15;0.521248
23.06.2014;0;3.83;2.429528
24.06.2014;2.567664009;3.05;2.493053
25.06.2014;0.112722143;2.67;3.021535
26.06.2014;0;2.91;2.497373
27.06.2014;0;3.48;1.406698
28.06.2014;1.710331651;1.94;0.325878
29.06.2014;1.488324257;1.96;0.48305
30.06.2014;0.295577223;2.92;0.4799
01.07.2014;0.11787906;3.98;0.178667
02.07.2014;0;4.86;0.141846
03.07.2014;0;5.41;0.064718
04.07.2014;0;4.66;0.095529
05.07.2014;0;2.26;0.048156
06.07.2014;2.248664975;4.06;0.054958
07.07.2014;0.857062955;2.48;0.028481
08.07.2014;0;1.6;2.140779
09.07.2014;0;1.43;12.23773
10.07.2014;0;2.63;6.930812
11.07.2014;0;3.45;5.769309
12.07.2014;0;3.31;6.360065
13.07.2014;0;2.09;4.393855
14.07.2014;0;3.63;3.301672
15.07.2014;0;4.95;1.665133
16.07.2014;0;4.33;0.953405
17.07.2014;0;5.46;0.603603
18.07.2014;0;5.79;0.396544
19.07.2014;0;5.49;0.272296
20.07.2014;4.272633779;2.33;0.191608
21.07.2014;2.731234062;2.14;0.572678
22.07.2014;4.15904732;4.45;0.367916
23.07.2014;0;4.92;0.149399
24.07.2014;12;4.24;10.782832
25.07.2014;0.127524398;4.28;1.04539
26.07.2014;0;3.48;0.404255
27.07.2014;0;4.48;0.249827
28.07.2014;21.9359785;3.4;0.240198
29.07.2014;0.98315524;1.91;22.17303
30.07.2014;5.794436104;1.94;27.678204
31.07.2014;0;4.77;10.559264
01.08.2014;0;4.78;6.545522
02.08.2014;0;3.31;4.452096
03.08.2014;0;2.68;3.019714
04.08.2014;1.420435897;2.93;2.385858
05.08.2014;5.473793097;2.48;2.355767
06.08.2014;0;2.79;1.913621
07.08.2014;0.720042872;2.98;1.327966
08.08.2014;1.051967891;3.71;1.157623
09.08.2014;1.372515937;3.34;0.624994
10.08.2014;13.95117727;2.11;4.918633
11.08.2014;0.101255396;3.88;3.241756
12.08.2014;0.203677102;3.41;1.491187
13.08.2014;15.40990951;1.68;4.629456
14.08.2014;4.483376092;2.44;5.725008
15.08.2014;2.987380349;1.44;6.885889
16.08.2014;1.211047331;2.18;5.674565
17.08.2014;0;2.11;4.397387
18.08.2014;0.335573939;2.54;3.264936
19.08.2014;0.131819466;2.41;2.93412
20.08.2014;0;2.87;2.433526
21.08.2014;0;3.22;2.016218
22.08.2014;0;2.14;1.825354
23.08.2014;4.836148848;2.16;1.400093
24.08.2014;0;2.2;1.391853
25.08.2014;2.019839566;1.31;1.586774
26.08.2014;23.93929942;1.2;10.742235
27.08.2014;1.007975167;3.68;16.10069
28.08.2014;0;2.26;7.937963
29.08.2014;1.508595429;2.36;5.641862
30.08.2014;0.603208138;1.69;4.662251
31.08.2014;0.314533823;1.7;4.121519
01.09.2014;0;1.76;3.558841
02.09.2014;0.122789935;1.69;3.101579
03.09.2014;0;1.51;2.848482
04.09.2014;0;1.76;2.643328
05.09.2014;0;2.47;2.343579
06.09.2014;1.188701685;2.9;1.951323
07.09.2014;0.100621026;2.3;1.664725
08.09.2014;0;2.43;1.24396
09.09.2014;0;2.29;1.175226
10.09.2014;0;1.18;1.290439
11.09.2014;0.573542154;1.59;1.297954
12.09.2014;0.176962641;1.15;1.373099
13.09.2014;0;1.27;1.175248
14.09.2014;0;2.03;1.157704
15.09.2014;0;1.2;1.06586
16.09.2014;0;2.55;1.009118
17.09.2014;0;3.09;0.956732
18.09.2014;2.528926233;1.25;0.829029
19.09.2014;0.201230414;1.65;0.789098
20.09.2014;4.367034789;1.37;1.021417
21.09.2014;10.07413991;1.13;6.806666
22.09.2014;8.794258963;1.48;3.209986
23.09.2014;0;1.67;2.412663
24.09.2014;0.408314915;1.11;1.847794
25.09.2014;0.22414206;1.27;1.205711
26.09.2014;0;1.02;1.031828
27.09.2014;0;1.99;1.045336
28.09.2014;0;1.84;1.03605
29.09.2014;0.205497416;1.2;0.895678
30.09.2014;0;1.17;0.895646
01.10.2014;0;1.62;0.768337
02.10.2014;0;2.47;0.762039
03.10.2014;0;2.27;0.80618
04.10.2014;0;1.97;0.789423
05.10.2014;0;1.05;0.755405
06.10.2014;0;0.85;0.795363
07.10.2014;12.90835284;0.95;1.464892
08.10.2014;4.244250772;0.85;0.381115
09.10.2014;6.34460647;0.94;3.701762
10.10.2014;1.024488302;1.04;21.79129
11.10.2014;0.508479833;1.09;7.906865
12.10.2014;0.311250341;0.92;6.586355
13.10.2014;0.33430835;0.99;7.582256
14.10.2014;0.211476903;1.16;3.415751
15.10.2014;0.304725347;1.33;4.286405
16.10.2014;0.3071821;0.93;5.369749
17.10.2014;0.303944237;0.93;5.116028
18.10.2014;0.334764647;1.61;4.399485
19.10.2014;0.339054767;1.4;3.902477
20.10.2014;0.420583244;1.24;3.838424
21.10.2014;0.450302243;0.68;3.660142
22.10.2014;0.670948415;0.57;3.992868
23.10.2014;0.422616155;0.76;3.79147
24.10.2014;0;0.82;3.727811
25.10.2014;1.303564003;0.64;3.703265
26.10.2014;0;0.93;3.459456
27.10.2014;0;0.56;3.219703
28.10.2014;0;0.49;3.302464
29.10.2014;0.62744644;0.66;3.361036
30.10.2014;0;0.61;2.903047
31.10.2014;0;0.63;2.633504
01.11.2014;0.1042938;0.82;2.635834
02.11.2014;0;0.58;2.501883
03.11.2014;3.341473125;0.69;2.543623
04.11.2014;1.272403943;0.66;3.167745
05.11.2014;2.059249105;0.55;3.864357
06.11.2014;0;0.61;3.404734
07.11.2014;0.355935931;0.3;3.202559
08.11.2014;0;0.68;2.964546
09.11.2014;0.100209282;0.31;2.976025
10.11.2014;0.307990821;0.45;2.69322
11.11.2014;0;0.47;2.795811
12.11.2014;0.501276759;0.48;2.622937
13.11.2014;0.10201513;0.57;2.555214
14.11.2014;0;0.52;2.56229
15.11.2014;3.656798953;0.52;2.638485
16.11.2014;11.72843921;0.48;31.488017
17.11.2014;0.667950293;0.63;21.020167
18.11.2014;6.352371922;0.45;20.322369
19.11.2014;0.540674623;0.42;30.802991
20.11.2014;0;0.39;21.899784
21.11.2014;0;0.49;18.349493
22.11.2014;0.099947961;0.18;15.648073
23.11.2014;0;0.61;13.150718
24.11.2014;0.103475817;0.45;11.367915
25.11.2014;0.112064056;0.02;10.134425
26.11.2014;0.107637521;0.15;9.134086
27.11.2014;0.830690006;0.3;8.580387
28.11.2014;0;0.21;7.949374
29.11.2014;0;0.21;7.134789
30.11.2014;0;0.19;6.831031
01.12.2014;0.173953082;0.12;6.298394
02.12.2014;0;0;5.682744
03.12.2014;0;0;5.236759
04.12.2014;0;0.04;4.837591
05.12.2014;0;0.16;4.57932
06.12.2014;0;0.17;4.416231
07.12.2014;1.28107185;0.26;4.447125
08.12.2014;0.100209282;0.2;3.589774
09.12.2014;0;0.05;2.501976
10.12.2014;1.034788345;0.18;2.537322
11.12.2014;12.68598251;0.28;4.720196
12.12.2014;9.217706401;0.41;8.400103
13.12.2014;11.38168525;0.23;55.754499
14.12.2014;2.387615834;0.15;56.925713
15.12.2014;0.114833696;0.17;37.351264
16.12.2014;0.907321596;0.29;29.442102
17.12.2014;1.068943754;0.25;27.635014
18.12.2014;0;0.48;23.907361
19.12.2014;8.594827813;0.46;36.527435
20.12.2014;2.988231831;0.29;37.495845
21.12.2014;0;0.33;30.06876
22.12.2014;0.352866143;0.4;25.625006
23.12.2014;0;0.45;21.587337
24.12.2014;1.053555123;0.39;19.046663
25.12.2014;0.173863877;0.27;16.802984
26.12.2014;0.110675885;0.14;14.815289
27.12.2014;0;0;15.56601
28.12.2014;0;0;13.843208
29.12.2014;1.263365573;0;12.092481
30.12.2014;5.869050266;0.11;12.295662
31.12.2014;0.52731951;0.17;20.628504
01.01.2015;0;0.13;37.112862
02.01.2015;2.197111019;0.17;43.273249
03.01.2015;2.076041355;0.12;44.557048
04.01.2015;2.804424631;0.22;51.701439
05.01.2015;0;0.09;44.809784
06.01.2015;0;0;36.517261
07.01.2015;0.626216693;0.12;31.415337
08.01.2015;7.633275562;0.3;46.565012
09.01.2015;3.189849889;0.42;62.535972
10.01.2015;4.716378499;0.71;95.546467
11.01.2015;0.572855892;0.26;67.769521
12.01.2015;0.575470454;0.36;50.973385
13.01.2015;2.766794222;0.78;42.971926
14.01.2015;6.56335584;0.32;45.285769
15.01.2015;0.271202152;0.4;41.46464
16.01.2015;1.167951848;0.35;36.660865
17.01.2015;0.100646727;0.25;31.972864
18.01.2015;0.11728215;0;27.878203
19.01.2015;0;0;24.917963
20.01.2015;0;0;22.776854
21.01.2015;0;0;19.787732
22.01.2015;0;0;17.403546
23.01.2015;0;0.03;15.365005
24.01.2015;0.099439631;0;14.718248
25.01.2015;0.562306516;0.09;14.234321
26.01.2015;3.700413666;0.13;17.325765
27.01.2015;0.572507353;0.24;19.867556
28.01.2015;4.258330846;0.24;21.485107
29.01.2015;2.856021716;0.21;28.865749
30.01.2015;1.744560566;0.11;41.13121
31.01.2015;0;0.1;30.669403
01.02.2015;0.315477219;0.02;27.086405
02.02.2015;0.330489384;0.12;25.572126
03.02.2015;0.225728284;0.05;24.855957
04.02.2015;0;0;21.693786
05.02.2015;0.113985685;0;19.153205
06.02.2015;0;0;17.01986
07.02.2015;0;0;15.143354
08.02.2015;0;0.37;14.196389
09.02.2015;0;0.26;13.361797
10.02.2015;0;0.34;13.111779
11.02.2015;0;0.21;12.456951
12.02.2015;0;0.07;12.076192
13.02.2015;0;0.05;11.825054
14.02.2015;0;0.15;11.240578
15.02.2015;0;0;10.429445
16.02.2015;0;0.01;9.468975
17.02.2015;0;0.22;8.781588
18.02.2015;0;0.28;7.877925
19.02.2015;0;0.05;7.567328
20.02.2015;0;0.51;7.555873
21.02.2015;0.729364088;0.44;8.008075
22.02.2015;0;0.28;7.279157
23.02.2015;6.653893059;0.11;8.556553
24.02.2015;1.691584779;0.43;10.422203
25.02.2015;0.219177807;0.32;9.706447
26.02.2015;0.305782636;0.42;9.147714
27.02.2015;7.456286464;0.35;17.397023
28.02.2015;0.100934759;0.37;19.164292
01.03.2015;4.100608595;0.57;19.260996
02.03.2015;6.189282754;0.81;23.049969
03.03.2015;2.351472124;0.94;24.241514
04.03.2015;0.880948936;0.54;24.591998
05.03.2015;0;0.6;23.805212
06.03.2015;0;0.36;23.536056
07.03.2015;0.134325538;0.4;22.296821
08.03.2015;0;0.87;21.093932
09.03.2015;0;1.07;19.101897
10.03.2015;0.306174652;0.42;18.457518
11.03.2015;0.106222312;0.81;17.109674
12.03.2015;0.129317835;0.97;15.406941
13.03.2015;0;0.26;14.384062
14.03.2015;0.416153117;0.3;13.163393
15.03.2015;1.838324468;0.43;12.834546
16.03.2015;0.127764601;1.1;12.874396
17.03.2015;0;1.69;12.826044
18.03.2015;0;1.9;11.479469
19.03.2015;0;1.71;10.71069
20.03.2015;0;1.23;10.442393
21.03.2015;0.517761395;0.49;9.770026
22.03.2015;0;0.37;8.77863
23.03.2015;0.10170923;0.36;8.606823
24.03.2015;0;0.51;8.350472
25.03.2015;0;1.84;8.090294
26.03.2015;0;0.79;8.420092
27.03.2015;0.729811067;0.76;7.504301
28.03.2015;0;1.58;6.603398
29.03.2015;13.6841915;0.93;12.17778
30.03.2015;2.905550098;1.71;19.421716
31.03.2015;18.33312932;1.56;46.153929
01.04.2015;5.375644914;0.86;41.535136
02.04.2015;4.834739785;1.11;48.861515
03.04.2015;0;1.7;42.432497
04.04.2015;0.125167778;0.99;39.97278
05.04.2015;0;1.12;33.667576
06.04.2015;0;0.63;29.770818
07.04.2015;0;1.26;26.251769
08.04.2015;0;2.19;22.629107
09.04.2015;0;2.85;20.687718
10.04.2015;0;3.23;18.616907
11.04.2015;0.143457461;1.53;16.784894
12.04.2015;0;2.66;14.743109
13.04.2015;0;2.32;12.974395
14.04.2015;0;2.9;11.825997
15.04.2015;0;3.79;10.936816
16.04.2015;0;3.12;9.816939
17.04.2015;1.739361299;2.22;9.527835
18.04.2015;0;2.22;8.831997
19.04.2015;0;2.59;8.040308
20.04.2015;0;3.19;7.446125
21.04.2015;0;3.61;6.54149
22.04.2015;0;2.62;6.063128
23.04.2015;0;3.06;5.584067
24.04.2015;0;3.54;5.040144
25.04.2015;1.036051027;1.11;5.087515
26.04.2015;2.061346786;2.09;5.110306
27.04.2015;15.08287028;1.11;10.767407
28.04.2015;0;2.44;8.574511
29.04.2015;0;2.2;6.629398
30.04.2015;4.495005735;1.5;6.468695
01.05.2015;0.201853597;1.12;6.651212
02.05.2015;0;2.58;5.644016
03.05.2015;4.624674841;1.25;5.931206
04.05.2015;0.611214655;3.14;5.099102
05.05.2015;0.713806452;2.84;4.259448
06.05.2015;0.130481147;3.09;4.292848
07.05.2015;0;3.46;4.57915
08.05.2015;0;2.71;4.238458
09.05.2015;4.416673607;2.12;4.102291
10.05.2015;0.110489032;2.87;3.860088
11.05.2015;0;3.49;3.540893
12.05.2015;0.99141461;3.37;3.313754
13.05.2015;0;3.89;2.937645
14.05.2015;0;3.62;2.837783
15.05.2015;0;3.9;2.334776
