Date;rainfall[mm];TURC [mm d-1];Discharge[ls-1]
16.05.2015;0.455450258;2.14;2.668704
17.05.2015;0.100209282;3.13;2.606509
18.05.2015;0;4.32;2.260054
19.05.2015;0.100215881;3;1.993653
20.05.2015;0.240429943;1.85;1.969968
21.05.2015;0;2.77;1.849542
22.05.2015;0;3.77;1.622966
23.05.2015;0;1.54;1.627196
24.05.2015;0;1.94;1.526816
25.05.2015;0.763212906;2.08;1.702871
26.05.2015;0;1.46;1.653256
27.05.2015;0;1.25;1.587107
28.05.2015;0;2.02;1.372065
29.05.2015;0.714781746;2.49;1.494517
30.05.2015;1.797434336;2.65;1.508525
31.05.2015;0;2.24;1.343536
01.06.2015;1.9077524;2.25;1.643991
02.06.2015;0;2.7;1.283713
03.06.2015;0;3.39;0.913469
04.06.2015;0.111569687;4.98;0.795185
05.06.2015;0;5.79;0.653788
06.06.2015;1.968594361;4.08;0.572147
07.06.2015;0;4.79;0.522457
08.06.2015;0;3.03;0.535302
09.06.2015;0;3.22;0.602977
10.06.2015;0;3.44;0.479275
11.06.2015;0;3.04;0.456393
12.06.2015;0;4.86;0.395009
13.06.2015;0;2.77;0.431227
14.06.2015;0;5.51;0.38527
15.06.2015;0;2.88;0.321956
16.06.2015;0;3.72;0.338222
17.06.2015;0;4.06;0.37645
18.06.2015;4.311581277;2.51;0.694069
19.06.2015;0.100497674;1.39;0.650672
20.06.2015;0.162975391;1.51;0.579808
21.06.2015;1.552314127;1.71;1.523814
22.06.2015;0.617895402;1.38;2.825669
23.06.2015;10.47449707;1.86;3.714022
24.06.2015;0;2.37;1.638874
25.06.2015;0;3.79;1.051155
26.06.2015;0;2.99;0.689037
27.06.2015;5.762995105;3.01;0.852325
28.06.2015;0;4.3;0.537126
29.06.2015;0;4.79;0.426541
30.06.2015;0;5.77;0.140329
01.07.2015;0;6.03;0.216116
02.07.2015;0;6.16;0.206475
03.07.2015;0;5.69;0.306456
04.07.2015;0;5.77;0.333392
05.07.2015;2.164609861;5.01;0.150782
06.07.2015;0.671559919;5.52;0.310616
07.07.2015;1.073044637;4.43;0.315667
08.07.2015;0.4049572;2.69;0.284107
09.07.2015;0;3.21;0.365145
10.07.2015;0;4.93;0.36325
11.07.2015;0;4.63;0.342682
12.07.2015;0.742175486;3.28;0.22183
13.07.2015;0.917812515;1.61;0.437654
14.07.2015;0.335801186;2.14;0.482093
15.07.2015;0;3.18;0.398528
16.07.2015;0;4.95;0.316123
17.07.2015;0;4.67;0.262393
18.07.2015;0;4.7;0.08223
19.07.2015;18.5499668;2.41;4.793734
20.07.2015;0.711446537;1.83;0.623911
21.07.2015;0;4.83;0.392438
22.07.2015;0;4.22;0.263452
23.07.2015;0;4;0.178808
24.07.2015;1.161745747;3.75;0.050885
25.07.2015;4.739583375;2.86;0.336215
26.07.2015;1.023947168;3.27;0.290719
27.07.2015;4.775790837;1.94;0.564419
28.07.2015;0.22046942;2.71;0.313909
29.07.2015;0;3.46;0.193449
30.07.2015;0.310739687;2.57;0.157555
31.07.2015;0;4.38;0.181167
01.08.2015;0;3.82;0.14496
02.08.2015;0;4.89;0.127533
03.08.2015;0;5.24;0.153291
04.08.2015;5.275810734;2.84;0.179845
05.08.2015;0;3.58;0.179909
06.08.2015;0;4.63;0.113079
07.08.2015;0;5.29;0.086913
08.08.2015;0.838703273;3.79;0.054659
09.08.2015;0;2.86;0.055128
10.08.2015;18.45712161;3.91;4.067164
11.08.2015;0.203727284;3.24;0.321283
12.08.2015;0;3.99;0.14527
13.08.2015;0;5.06;0.134175
14.08.2015;0.300627846;2.89;0.047637
15.08.2015;0.101148058;2.41;0.047741
16.08.2015;13.96655107;1.4;0.945726
17.08.2015;13.0154946;1.3;1.553669
18.08.2015;0;1.52;0.886208
19.08.2015;0.103992367;2.39;0.345045
20.08.2015;0;3.06;0.257407
21.08.2015;0;3.77;0.233115
22.08.2015;0;3.92;0.282097
23.08.2015;0.101825612;3.62;0.265316
24.08.2015;5.562099678;1.85;0.383227
25.08.2015;0;2.32;0.782742
26.08.2015;0;4.18;0.252642
27.08.2015;5.541019025;1.51;0.259085
28.08.2015;5.502802797;1.83;1.389353
29.08.2015;0;3.75;0.434066
30.08.2015;0;4.14;0.282558
31.08.2015;0.114274753;4.47;0.20771
01.09.2015;18.47829078;1.46;0.461493
02.09.2015;0.100209282;2.35;0.220189
03.09.2015;0;3.18;0.285524
04.09.2015;0;1.98;0.316121
05.09.2015;2.091075744;1.48;0.235072
06.09.2015;0.940822544;1.88;0.227215
07.09.2015;0.316429087;1.33;0.214042
08.09.2015;0.231054006;1.47;0.241931
09.09.2015;0;2.2;0.274223
10.09.2015;0;2.65;0.317282
11.09.2015;0;2.69;0.388467
12.09.2015;0;1.88;0.361774
13.09.2015;1.050664421;1.51;0.355183
14.09.2015;1.573098864;1.55;0.268506
15.09.2015;0.463845252;1.58;0.356508
16.09.2015;15.0852756;1.06;0.842125
17.09.2015;4.754206198;1.05;0.82415
18.09.2015;1.352306651;1.51;0.514047
19.09.2015;0.249046217;1.39;0.358904
20.09.2015;0;1.36;0.387005
21.09.2015;0;1.71;0.556901
22.09.2015;7.590314374;0.98;0.9087
23.09.2015;0.914729461;0.93;0.642797
24.09.2015;0.105731773;1.92;0.456008
25.09.2015;0;1.67;0.460169
26.09.2015;0;0.96;0.721392
27.09.2015;0;2.14;0.688831
28.09.2015;0;2.08;0.656706
29.09.2015;0;2.14;0.620153
30.09.2015;0;2.15;0.513464
01.10.2015;0;1.97;0.454253
02.10.2015;0;1.99;0.641321
03.10.2015;0;1.97;0.621185
04.10.2015;0;0.98;0.622735
05.10.2015;0.901883538;1.39;0.518392
06.10.2015;4.40263371;0.95;0.388521
07.10.2015;0;1.06;0.427714
08.10.2015;1.61427714;0.89;0.464805
09.10.2015;6.348355114;0.82;1.353489
10.10.2015;0;1.69;0.639001
11.10.2015;0;1.41;0.683847
12.10.2015;0.220095833;0.94;0.801054
13.10.2015;0.288329493;0.33;0.862333
14.10.2015;1.197675706;0.32;0.964854
15.10.2015;16.6273538;0.32;2.793781
16.10.2015;0.100545929;0.47;2.877023
17.10.2015;0;0.49;1.343599
18.10.2015;1.472179303;0.47;0.997485
19.10.2015;0.423122991;0.49;0.76709
20.10.2015;0.410582301;0.9;0.747152
21.10.2015;9.153286597;0.62;0.583958
22.10.2015;0;0.62;0.45371
23.10.2015;0;1.33;0.551057
24.10.2015;0;0.46;0.526463
25.10.2015;0.301801979;0.63;0.512561
26.10.2015;0;1.34;0.66113
27.10.2015;0.110131401;1.01;0.637831
28.10.2015;0;0.55;0.676474
29.10.2015;0.307945995;0.63;0.598415
30.10.2015;0;0.78;0.666631
31.10.2015;0;0.77;0.732306
01.11.2015;0;0.6;0.811233
02.11.2015;0.101460971;0.49;0.808923
03.11.2015;0;0.33;0.777881
04.11.2015;0;0.35;0.765854
05.11.2015;0.201751349;0.98;0.776858
06.11.2015;0.205581155;0.64;0.620153
07.11.2015;0.601373503;0.75;0.522026
08.11.2015;0;0.95;0.581254
09.11.2015;1.150310197;0.75;0.490283
10.11.2015;0;0.68;0.453829
11.11.2015;0;0.95;0.4192
12.11.2015;0;0.86;0.413633
13.11.2015;1.449292275;0.52;0.430706
14.11.2015;0.235410377;0.51;0.521205
15.11.2015;0.555875606;0.59;0.489393
16.11.2015;0.240938014;0.54;0.429516
17.11.2015;8.449224568;0.61;1.462533
18.11.2015;1.755325032;0.66;1.335369
19.11.2015;18.27323007;0.69;3.106473
20.11.2015;3.521850818;0.42;7.103129
21.11.2015;1.348400749;0.24;4.295873
22.11.2015;0.105311222;0.21;2.451987
23.11.2015;0.433366928;0.14;1.864489
24.11.2015;0.120211584;0;1.593253
25.11.2015;3.508738949;0.15;2.038703
26.11.2015;0.110528991;0.29;1.835579
27.11.2015;0;0.03;1.627768
28.11.2015;0.654330392;0.27;1.460863
29.11.2015;15.39886263;0.41;7.73805
30.11.2015;26.36632411;0.45;21.64296
01.12.2015;6.562073855;0.49;34.297636
02.12.2015;0.116859243;0.46;24.573917
03.12.2015;0.102987071;0.46;15.602492
04.12.2015;1.47904194;0.26;11.866875
05.12.2015;0.109246337;0.17;9.220344
06.12.2015;0.233395915;0.39;7.908478
07.12.2015;0;0.68;6.490688
08.12.2015;0.108273225;0.18;5.770311
09.12.2015;1.713607698;0.37;5.588081
10.12.2015;0;0.13;4.609157
11.12.2015;5.123945131;0.19;4.870496
12.12.2015;1.035770485;0.38;10.322082
13.12.2015;0.211855012;0.38;8.855462
14.12.2015;0.202589302;0.42;8.197842
15.12.2015;0;0.19;7.100896
16.12.2015;2.739947281;0.38;7.59766
17.12.2015;0.108460496;0.49;7.969175
18.12.2015;0.613575879;0.5;7.270544
19.12.2015;0;0.49;6.740516
20.12.2015;0;0.4;6.351479
21.12.2015;2.460479131;0.49;6.124973
22.12.2015;1.616502071;0.49;6.457674
23.12.2015;0;0.59;6.222186
24.12.2015;0;0.5;5.642859
25.12.2015;3.802154414;0.46;5.886817
26.12.2015;0.10366619;0.92;6.231738
27.12.2015;0;0.29;5.68726
28.12.2015;0.103475817;0.19;5.047149
29.12.2015;0.117668113;0.35;4.688448
30.12.2015;0;0.28;4.222519
31.12.2015;1.705440938;0.21;4.223433
01.01.2016;0;0.23;4.017889
02.01.2016;8.369063977;0.12;7.317093
03.01.2016;0.588034675;0.15;14.461141
04.01.2016;2.664713628;0.08;15.101703
05.01.2016;0.313912567;0.26;16.96072
06.01.2016;0.927559742;0.28;15.06295
07.01.2016;3.927806081;0.28;14.981331
08.01.2016;0;0.41;16.039465
09.01.2016;0.099528216;0;13.894992
10.01.2016;3.926668473;0.48;13.188682
11.01.2016;4.007747055;0.27;16.235448
12.01.2016;1.591280505;0.36;22.579827
13.01.2016;3.102145333;0.31;24
14.01.2016;1.421460702;0.12;26
15.01.2016;2.531443794;0.13;24
16.01.2016;0.351501461;0.1;22
17.01.2016;0;0;21
18.01.2016;0;0;19
19.01.2016;0;0;18
20.01.2016;0;0;17
21.01.2016;0;0;16
22.01.2016;0;0;15
23.01.2016;1.830081293;0.12;18
24.01.2016;0.811706003;0.2;17
25.01.2016;0.309008813;0.37;17
26.01.2016;0;0.34;13
27.01.2016;0;0.55;15
28.01.2016;1.833112643;0.78;17
29.01.2016;0.107904839;0.51;17
30.01.2016;7.536723939;0.43;22
31.01.2016;0.585522187;0.33;14
01.02.2016;0.692162459;0.59;15
02.02.2016;6.761576351;0.56;17.517095
03.02.2016;1.277490294;0.44;19.508173
04.02.2016;4.32179039;0.25;22.8447
05.02.2016;0;0.38;24.430915
06.02.2016;0;0.94;23.071457
07.02.2016;1.143381551;0.49;20.843161
08.02.2016;11.01289227;0.52;26.241241
09.02.2016;8.73877593;0.46;35.07356
10.02.2016;2.554046236;0.28;40.645547
11.02.2016;0.567619658;0.36;37.445989
12.02.2016;0;0.16;33.127436
13.02.2016;2.40133402;0;30.247736
14.02.2016;3.37223563;0.33;43.163267
15.02.2016;0.545083452;0.2;34.951078
16.02.2016;0.108791133;0;27.866289
17.02.2016;0;0.1;25.252043
18.02.2016;0;0.13;22.887992
19.02.2016;0;0;20.811797
20.02.2016;8.941678944;0.34;22.393728
21.02.2016;0.205946991;0.71;44.490382
22.02.2016;4.448658783;0.64;37.383955
23.02.2016;5.210107493;0.28;69.780614
24.02.2016;0.31667498;0.22;53.853118
25.02.2016;0.182021156;0;48.026933
26.02.2016;0;0.07;40.424149
27.02.2016;0;0.38;35.294958
28.02.2016;0;0.25;29.46965
29.02.2016;0;0.28;24.575869
01.03.2016;0.099788551;0.23;21.655856
02.03.2016;2.543764781;0.45;20.858822
03.03.2016;0;0.32;18.914856
04.03.2016;4.054581017;0.17;16.972813
05.03.2016;2.802675702;0.41;22.858987
06.03.2016;1.330104522;0.25;20.687357
07.03.2016;1.4895669;0.1;19.982822
08.03.2016;0.2254387;0.01;18.236769
09.03.2016;0;0.19;17.004084
10.03.2016;0;0.59;15.292344
11.03.2016;0;0.54;13.741963
12.03.2016;0;0.37;12.547774
13.03.2016;0;0.63;11.309854
14.03.2016;0;0.94;10.237401
15.03.2016;0;0.31;9.750376
16.03.2016;0;0.72;8.958825
17.03.2016;0;0.98;8.378552
18.03.2016;0;1.45;7.691635
19.03.2016;0;0.55;6.937422
20.03.2016;0;0.56;6.583335
21.03.2016;0;0.77;6.237093
22.03.2016;0.201403041;0.78;6.006363
23.03.2016;0;0.81;5.892014
24.03.2016;0.100209282;0.75;5.51542
25.03.2016;5.295629966;0.63;6.150663
26.03.2016;0;1.67;5.828721
27.03.2016;2.417535746;1.01;5.560486
28.03.2016;11.95504135;0.74;8.674594
29.03.2016;0.955642999;1.61;15.443117
30.03.2016;5.486573008;0.97;13.541014
31.03.2016;18.36523119;0.68;19.400544
01.04.2016;12.93356866;1.18;113.67114
02.04.2016;0;1.54;82.107844
03.04.2016;0.311702212;1.77;66.821929
04.04.2016;2.777947475;1.5;54.033702
05.04.2016;5.288557416;1;53.38014
06.04.2016;0.207421675;1.77;47.042426
07.04.2016;2.371324356;1.97;41.448781
08.04.2016;0;1.41;35.409018
09.04.2016;0;1.81;30.363167
10.04.2016;0;1.84;26.219279
11.04.2016;0;2.81;23.122281
12.04.2016;2.788103585;1.79;20.835289
13.04.2016;0.206878578;0.84;19.908118
14.04.2016;0.110850254;2.5;16.993101
15.04.2016;0.350645583;1.96;14.864128
16.04.2016;4.598064622;1.46;15.11145
17.04.2016;3.985827078;1.55;19.05834
18.04.2016;0;2.1;14.310609
19.04.2016;0.112219084;1.14;14.231106
20.04.2016;0;2.46;14.236287
21.04.2016;0;3.06;13.086719
22.04.2016;0;2.34;11.993123
23.04.2016;1.694991123;1.01;12.306438
24.04.2016;0.325431496;0.88;11.843871
25.04.2016;6.326924595;0.69;11.909214
26.04.2016;1.543896592;1.15;14.036164
27.04.2016;0.518940383;0.73;12.009422
28.04.2016;0;1.4;10.280654
29.04.2016;0;0.95;9.101957
30.04.2016;3.466456859;1.72;8.363818
01.05.2016;0.159418201;3.11;8.551597
02.05.2016;0;3.61;6.51079
03.05.2016;0.435001943;1.48;6.02769
04.05.2016;0;2.85;5.368609
05.05.2016;0;3.32;4.990627
06.05.2016;0;4.16;4.540968
07.05.2016;0;4.29;4.319355
08.05.2016;0;4.57;3.769702
09.05.2016;0;4.33;3.344512
10.05.2016;0;3.25;3.137534
11.05.2016;0.384986665;3.2;2.993173
12.05.2016;0;2.95;2.755869
13.05.2016;0.430369072;3.08;2.797507
14.05.2016;0.149206473;1.5;2.709491
15.05.2016;0;1.48;2.345982
16.05.2016;0;1.63;2.370086
17.05.2016;0;1.3;2.005466
18.05.2016;0.113391854;1.46;3.404877
19.05.2016;1.112386621;1.85;7.296716
20.05.2016;0;2.62;2.172888
21.05.2016;0;3.25;2.133433
22.05.2016;1.864368134;3.41;1.866284
23.05.2016;1.265196483;1.53;1.467837
24.05.2016;1.771244042;1.3;1.894978
25.05.2016;0;1.36;1.9752
26.05.2016;0;3.47;1.573497
27.05.2016;8.319655478;2.41;2.33996
28.05.2016;0.203177184;2.96;1.829068
29.05.2016;2.73192665;2.12;1.709702
30.05.2016;18.88931006;1.77;8.95159
31.05.2016;0;1.86;4.092378
01.06.2016;9.534581958;1.58;4.699488
02.06.2016;2.583155448;2.07;4.857672
03.06.2016;4.311377293;1.7;4.482569
04.06.2016;0.42769823;2.09;3.807784
05.06.2016;0;4.44;2.555667
06.06.2016;0;4.6;1.511484
07.06.2016;0;4.96;0.942042
08.06.2016;0.40516591;2.73;0.997192
09.06.2016;0;4.21;0.898497
10.06.2016;0;4.25;0.780168
11.06.2016;0;1.95;0.637056
12.06.2016;5.575656572;2.04;2.174046
13.06.2016;3.027432781;1.73;2.259874
14.06.2016;2.364694311;2.76;1.868474
15.06.2016;16.39205803;2.15;2.864543
16.06.2016;0.207891926;1.44;2.868224
17.06.2016;1.336235888;3.19;4.381649
18.06.2016;0;3.41;3.74645
19.06.2016;1.36919939;2.2;3.258419
20.06.2016;3.773280497;3.3;3.265759
21.06.2016;0.667187168;2.08;3.274147
22.06.2016;0;2.83;2.998418
23.06.2016;0;6.11;2.689739
24.06.2016;0.327630879;5.13;14.381339
25.06.2016;1.902249526;1.85;10.456674
26.06.2016;0.207473991;3.64;6.658158
27.06.2016;0;2.53;4.954631
28.06.2016;0;3.17;4.802392
29.06.2016;0.227507408;4.19;3.971303
30.06.2016;0.301788243;1.91;3.430218
01.07.2016;0;2.31;3.095551
02.07.2016;1.07184607;2.59;2.837811
03.07.2016;2.475292137;2.92;2.740753
04.07.2016;0;2.38;2.670906
05.07.2016;0.111215047;2.87;2.547434
06.07.2016;0;3.43;2.150196
07.07.2016;0.112414583;4.04;2.006068
08.07.2016;0;3.04;1.91181
09.07.2016;0;3.75;1.703555
10.07.2016;0;4.64;1.62032
11.07.2016;0;3.03;1.708246
12.07.2016;0.110809941;3.9;1.583203
13.07.2016;17.03403353;2.9;2.966055
14.07.2016;0.144179897;2.58;1.943222
15.07.2016;0;2.55;1.426019
16.07.2016;0;2.11;1.478625
17.07.2016;0;2.38;1.449198
18.07.2016;0;5.16;1.204307
19.07.2016;0;5.62;1.477551
20.07.2016;0;5.69;1.30457
21.07.2016;3.202411363;2.48;1.587464
22.07.2016;0;3.26;1.495235
23.07.2016;11.98292241;2.56;3.329446
24.07.2016;18.1615269;2.12;1.64346
25.07.2016;0.106852963;3.84;1.449671
26.07.2016;0;2.78;1.336794
27.07.2016;0.531528718;3.89;1.373016
28.07.2016;0.100209282;2.11;1.308763
29.07.2016;3.160570324;2.34;1.381977
30.07.2016;0;2.92;1.170749
31.07.2016;0;2.5;1.131734
01.08.2016;0;3.13;0.816771
02.08.2016;1.270286145;1.48;1.019339
03.08.2016;4.530701661;1.57;1.389518
04.08.2016;3.016878384;1.52;1.896977
05.08.2016;0.100289513;3.21;1.596594
06.08.2016;0;2.67;1.3715
07.08.2016;0;4.93;1.27007
08.08.2016;0;3.7;1.077521
09.08.2016;0.109530437;2.63;0.992203
10.08.2016;0.900571308;2.16;1.090999
11.08.2016;2.399586919;1.7;1.00089
12.08.2016;0.100877001;1.48;1.118367
13.08.2016;0;4.71;0.945061
14.08.2016;0;3.35;0.855563
15.08.2016;0;4.37;0.80397
16.08.2016;0;4.32;0.673348
17.08.2016;0;4.39;0.620793
18.08.2016;0;3.96;0.643303
19.08.2016;0;2.86;0.769216
20.08.2016;1.283211371;1.89;0.86842
21.08.2016;0.318061239;2.1;0.845269
22.08.2016;0;1.59;0.809725
23.08.2016;0;3.67;0.623575
24.08.2016;0;4.57;0.583828
25.08.2016;0;4.63;0.451006
26.08.2016;0;4.7;0.390638
27.08.2016;0;4.77;0.381175
28.08.2016;34.51466023;3.35;0.783103
29.08.2016;0;2.26;0.44335
30.08.2016;0;3.92;0.28983
31.08.2016;0;3.86;0.362807
01.09.2016;0;4.02;0.34465
02.09.2016;0;3.69;0.263442
03.09.2016;0;2.92;0.266859
04.09.2016;4.869164961;1.83;0.500049
05.09.2016;0.620093261;1.65;0.514997
06.09.2016;0;3.49;0.421759
07.09.2016;0;3.74;0.360717
08.09.2016;0;3.77;0.623417
09.09.2016;0;3;0.647308
10.09.2016;0;3.59;0.566866
11.09.2016;0;3.57;0.642779
12.09.2016;0;3.83;0.584243
13.09.2016;0;3.87;0.624604
14.09.2016;0;3.46;0.773907
15.09.2016;0;3.48;0.634482
16.09.2016;0;1.57;0.59636
17.09.2016;13.08211674;1.2;1.090803
18.09.2016;0.130423501;1.87;0.843269
19.09.2016;0.11664365;1;0.649716
20.09.2016;0;1.02;0.681233
21.09.2016;0;2.39;0.594031
22.09.2016;0;2.34;0.456837
23.09.2016;0;2.14;0.362912
24.09.2016;0;2.3;0.383837
25.09.2016;0;2.78;0.337883
26.09.2016;0;1.42;0.258338
27.09.2016;0;2.4;0.247644
28.09.2016;0;1.6;0.985329
29.09.2016;0;2.37;1.112481
30.09.2016;1.314380267;0.94;1.097666
01.10.2016;7.856574862;0.96;1.855835
02.10.2016;1.626249664;1.59;1.543922
03.10.2016;3.48372122;1.1;1.419513
04.10.2016;0.100209282;1.22;1.447856
05.10.2016;0;1.34;1.387699
06.10.2016;0;0.68;1.601107
07.10.2016;1.07828162;0.74;2.150463
08.10.2016;0.953118453;0.99;2.149589
09.10.2016;0;0.87;2.01451
10.10.2016;0;0.54;2.190437
11.10.2016;0.401547464;0.69;2.230597
12.10.2016;0.922311521;0.59;2.324864
13.10.2016;0;0.58;2.237421
14.10.2016;0;1.05;2.22384
15.10.2016;0;0.82;2.383007
16.10.2016;0.107234188;1.04;2.20354
17.10.2016;1.431599645;0.79;2.184616
18.10.2016;0.887529053;0.85;2.192242
19.10.2016;1.557685112;0.57;2.283406
20.10.2016;4.218952387;0.49;3.127501
21.10.2016;2.839809068;0.55;2.666176
22.10.2016;2.518736468;0.56;2.78843
23.10.2016;0;0.49;2.726416
24.10.2016;6.607301235;0.56;3.193445
25.10.2016;3.794312657;0.63;3.883982
26.10.2016;0;0.57;3.061952
27.10.2016;0.102334741;0.67;2.556083
28.10.2016;0;0.64;2.419092
29.10.2016;0;1.3;2.460045
30.10.2016;0;0.65;2.391391
31.10.2016;0;0.98;2.428228
01.11.2016;0;0.39;2.418025
02.11.2016;1.030322287;0.68;2.655645
03.11.2016;0.118985639;0.36;2.558833
04.11.2016;0.429524248;0.27;2.715995
05.11.2016;4.297140032;0.39;3.624203
06.11.2016;0.202492988;0.32;3.226817
07.11.2016;4.252920837;0.28;3.551767
08.11.2016;2.859901977;0.17;3.772956
09.11.2016;4.06644106;0.14;3.928129
10.11.2016;2.335767308;0.23;5.782891
11.11.2016;10.75225678;0.26;11.36022
12.11.2016;0;0.07;6.61794
13.11.2016;0;0.03;4.741424
14.11.2016;0.10398106;0;4.222565
15.11.2016;3.267344925;0.15;4.521476
16.11.2016;6.133248608;0.46;11.04024
17.11.2016;2.558420874;0.53;8.805645
18.11.2016;11.05649097;0.51;11.054335
19.11.2016;0.334527715;0.32;8.602058
20.11.2016;0;0.45;6.936625
21.11.2016;0;0.5;6.053484
22.11.2016;0;0.43;5.378617
23.11.2016;0;0.68;4.958714
24.11.2016;0;0.89;4.675723
25.11.2016;0;0.63;4.342186
26.11.2016;0;0.26;4.086791
27.11.2016;0;0.29;3.91826
28.11.2016;0.126594003;0;3.852809
29.11.2016;0;0;3.971793
30.11.2016;0;0;3.6
01.12.2016;0;0.23;3.059105
02.12.2016;2.982331796;0.24;3.163502
03.12.2016;0.104258295;0;3.207182
04.12.2016;0.100284967;0;3.657785
05.12.2016;0;0;5.361678
06.12.2016;0;0;3.356678
07.12.2016;0;0;3.219573
08.12.2016;0;0;3.341401
09.12.2016;0;0.07;3.23561
10.12.2016;0;0.06;3.505606
11.12.2016;0.244925705;0.37;3.580689
12.12.2016;0.365184914;0.34;3.556574
13.12.2016;1.358897575;0.21;3.457692
14.12.2016;1.771248669;0.26;3.808543
15.12.2016;0;0.31;3.677545
16.12.2016;0;0.18;3.549057
17.12.2016;0.108076322;0.09;3.196081
18.12.2016;0;0.21;3.181549
19.12.2016;0.10906751;0.22;3.326469
20.12.2016;0;0;3.266387
21.12.2016;0;0;3.133773
22.12.2016;1.903407829;0.02;3.324144
23.12.2016;0;0.14;3.584695
24.12.2016;0.395363312;0.38;3.548042
25.12.2016;0.285241167;0.39;3.545211
26.12.2016;0.830906677;0.39;3.442165
27.12.2016;0;0.32;3.118225
28.12.2016;0;0.28;3.043744
29.12.2016;0;0;3.05141
30.12.2016;0;0;3.061955
31.12.2016;0;0;2.959312
